,Date,Time,Temp C,,Site6-0
65,5/19/17,5:02:00,16.5,,
66,5/19/17,6:02:00,16.5,,
67,5/19/17,7:02:00,16.5,,
68,5/19/17,8:02:00,18,,
69,5/19/17,9:02:00,19.5,,
70,5/19/17,10:02:00,21.5,,
71,5/19/17,11:02:00,22,,
72,5/19/17,12:02:00,25,,
73,5/19/17,13:02:00,25.5,,
74,5/19/17,14:02:00,27,,
75,5/19/17,15:02:00,27,,
76,5/19/17,16:02:00,27,,
77,5/19/17,17:02:00,23,,
78,5/19/17,18:02:00,21,,
79,5/19/17,19:02:00,20.5,,
80,5/19/17,20:02:00,18.5,,
81,5/19/17,21:02:00,17,,
82,5/19/17,22:02:00,16,,
83,5/19/17,23:02:00,15.5,,
84,5/20/17,0:02:00,15,,
85,5/20/17,1:02:00,15,,
86,5/20/17,2:02:00,15.5,,
87,5/20/17,3:02:00,14.5,,
88,5/20/17,4:02:00,14.5,,
89,5/20/17,5:02:00,14,,
90,5/20/17,6:02:00,14.5,,
91,5/20/17,7:02:00,15,,
92,5/20/17,8:02:00,16,,
93,5/20/17,9:02:00,17,,
94,5/20/17,10:02:00,15,,
95,5/20/17,11:02:00,14.5,,
96,5/20/17,12:02:00,15,,
97,5/20/17,13:02:00,16,,
98,5/20/17,14:02:00,19.5,,
99,5/20/17,15:02:00,21,,
100,5/20/17,16:02:00,18,,
101,5/20/17,17:02:00,16.5,,
102,5/20/17,18:02:00,14.5,,
103,5/20/17,19:02:00,13.5,,
104,5/20/17,20:02:00,12,,
105,5/20/17,21:02:00,11.5,,
106,5/20/17,22:02:00,11,,
107,5/20/17,23:02:00,11,,
108,5/21/17,0:02:00,11,,
109,5/21/17,1:02:00,11,,
110,5/21/17,2:02:00,11,,
111,5/21/17,3:02:00,11,,
112,5/21/17,4:02:00,10.5,,
113,5/21/17,5:02:00,10,,
114,5/21/17,6:02:00,10,,
115,5/21/17,7:02:00,10,,
116,5/21/17,8:02:00,10.5,,
117,5/21/17,9:02:00,10.5,,
118,5/21/17,10:02:00,11,,
119,5/21/17,11:02:00,11,,
120,5/21/17,12:02:00,11.5,,
121,5/21/17,13:02:00,12.5,,
122,5/21/17,14:02:00,13,,
123,5/21/17,15:02:00,13.5,,
124,5/21/17,16:02:00,13.5,,
125,5/21/17,17:02:00,13,,
126,5/21/17,18:02:00,12.5,,
127,5/21/17,19:02:00,11,,
128,5/21/17,20:02:00,11,,
129,5/21/17,21:02:00,10.5,,
130,5/21/17,22:02:00,11,,
131,5/21/17,23:02:00,11,,
132,5/22/17,0:02:00,11.5,,
133,5/22/17,1:02:00,11.5,,
134,5/22/17,2:02:00,11.5,,
135,5/22/17,3:02:00,11,,
136,5/22/17,4:02:00,11.5,,
137,5/22/17,5:02:00,11,,
138,5/22/17,6:02:00,10.5,,
139,5/22/17,7:02:00,10.5,,
140,5/22/17,8:02:00,12.5,,
141,5/22/17,9:02:00,15,,
142,5/22/17,10:02:00,16.5,,
143,5/22/17,11:02:00,16.5,,
144,5/22/17,12:02:00,18,,
145,5/22/17,13:02:00,19,,
146,5/22/17,14:02:00,19,,
147,5/22/17,15:02:00,20,,
148,5/22/17,16:02:00,19,,
149,5/22/17,17:02:00,17.5,,
150,5/22/17,18:02:00,16.5,,
151,5/22/17,19:02:00,15,,
152,5/22/17,20:02:00,14,,
153,5/22/17,21:02:00,12,,
154,5/22/17,22:02:00,10,,
155,5/22/17,23:02:00,8.5,,
156,5/23/17,0:02:00,8,,
157,5/23/17,1:02:00,7,,
158,5/23/17,2:02:00,6.5,,
159,5/23/17,3:02:00,5.5,,
160,5/23/17,4:02:00,5.5,,
161,5/23/17,5:02:00,5.5,,
162,5/23/17,6:02:00,5.5,,
163,5/23/17,7:02:00,6,,
164,5/23/17,8:02:00,7,,
165,5/23/17,9:02:00,10,,
166,5/23/17,10:02:00,11,,
167,5/23/17,11:02:00,12,,
168,5/23/17,12:02:00,13,,
169,5/23/17,13:02:00,14,,
170,5/23/17,14:02:00,14.5,,
171,5/23/17,15:02:00,13.5,,
172,5/23/17,16:02:00,14,,
173,5/23/17,17:02:00,14,,
174,5/23/17,18:02:00,13,,
175,5/23/17,19:02:00,12.5,,
176,5/23/17,20:02:00,11.5,,
177,5/23/17,21:02:00,11.5,,
178,5/23/17,22:02:00,10.5,,
179,5/23/17,23:02:00,10.5,,
180,5/24/17,0:02:00,10.5,,
181,5/24/17,1:02:00,10.5,,
182,5/24/17,2:02:00,10.5,,
183,5/24/17,3:02:00,10.5,,
184,5/24/17,4:02:00,10.5,,
185,5/24/17,5:02:00,10.5,,
186,5/24/17,6:02:00,10.5,,
187,5/24/17,7:02:00,10,,
188,5/24/17,8:02:00,10,,
189,5/24/17,9:02:00,10.5,,
190,5/24/17,10:02:00,10.5,,
191,5/24/17,11:02:00,10.5,,
192,5/24/17,12:02:00,11,,
193,5/24/17,13:02:00,10.5,,
194,5/24/17,14:02:00,11.5,,
195,5/24/17,15:02:00,11,,
196,5/24/17,16:02:00,11.5,,
197,5/24/17,17:02:00,11,,
198,5/24/17,18:02:00,11,,
199,5/24/17,19:02:00,11,,
200,5/24/17,20:02:00,11,,
201,5/24/17,21:02:00,11,,
202,5/24/17,22:02:00,11,,
203,5/24/17,23:02:00,11,,
204,5/25/17,0:02:00,10.5,,
205,5/25/17,1:02:00,10.5,,
206,5/25/17,2:02:00,10,,
207,5/25/17,3:02:00,10,,
208,5/25/17,4:02:00,9.5,,
209,5/25/17,5:02:00,9.5,,
210,5/25/17,6:02:00,9.5,,
211,5/25/17,7:02:00,9.5,,
212,5/25/17,8:02:00,10,,
213,5/25/17,9:02:00,10.5,,
214,5/25/17,10:02:00,11.5,,
215,5/25/17,11:02:00,11.5,,
216,5/25/17,12:02:00,12,,
217,5/25/17,13:02:00,12,,
218,5/25/17,14:02:00,12,,
219,5/25/17,15:02:00,13,,
220,5/25/17,16:02:00,14.5,,
221,5/25/17,17:02:00,14.5,,
222,5/25/17,18:02:00,14,,
223,5/25/17,19:02:00,13,,
224,5/25/17,20:02:00,12,,
225,5/25/17,21:02:00,11,,
226,5/25/17,22:02:00,11,,
227,5/25/17,23:02:00,10.5,,
228,5/26/17,0:02:00,11,,
229,5/26/17,1:02:00,11,,
230,5/26/17,2:02:00,11,,
231,5/26/17,3:02:00,11,,
232,5/26/17,4:02:00,11,,
233,5/26/17,5:02:00,11,,
234,5/26/17,6:02:00,11,,
235,5/26/17,7:02:00,11,,
236,5/26/17,8:02:00,11.5,,
237,5/26/17,9:02:00,11.5,,
238,5/26/17,10:02:00,12,,
239,5/26/17,11:02:00,12,,
240,5/26/17,12:02:00,12.5,,
241,5/26/17,13:02:00,13.5,,
242,5/26/17,14:02:00,13,,
243,5/26/17,15:02:00,13,,
244,5/26/17,16:02:00,14,,
245,5/26/17,17:02:00,14.5,,
246,5/26/17,18:02:00,14,,
247,5/26/17,19:02:00,14,,
248,5/26/17,20:02:00,13.5,,
249,5/26/17,21:02:00,12.5,,
250,5/26/17,22:02:00,11.5,,
251,5/26/17,23:02:00,11,,
252,5/27/17,0:02:00,10.5,,
253,5/27/17,1:02:00,10,,
254,5/27/17,2:02:00,9.5,,
255,5/27/17,3:02:00,9,,
256,5/27/17,4:02:00,8.5,,
257,5/27/17,5:02:00,9,,
258,5/27/17,6:02:00,9.5,,
259,5/27/17,7:02:00,10,,
260,5/27/17,8:02:00,11,,
261,5/27/17,9:02:00,12,,
262,5/27/17,10:02:00,13.5,,
263,5/27/17,11:02:00,13.5,,
264,5/27/17,12:02:00,13.5,,
265,5/27/17,13:02:00,14.5,,
266,5/27/17,14:02:00,14.5,,
267,5/27/17,15:02:00,14.5,,
268,5/27/17,16:02:00,15,,
269,5/27/17,17:02:00,15,,
270,5/27/17,18:02:00,15,,
271,5/27/17,19:02:00,15.5,,
272,5/27/17,20:02:00,15,,
273,5/27/17,21:02:00,14,,
274,5/27/17,22:02:00,13,,
275,5/27/17,23:02:00,13,,
276,5/28/17,0:02:00,12.5,,
277,5/28/17,1:02:00,12,,
278,5/28/17,2:02:00,12.5,,
279,5/28/17,3:02:00,12.5,,
280,5/28/17,4:02:00,12,,
281,5/28/17,5:02:00,12,,
282,5/28/17,6:02:00,12,,
283,5/28/17,7:02:00,12,,
284,5/28/17,8:02:00,13.5,,
285,5/28/17,9:02:00,14.5,,
286,5/28/17,10:02:00,15,,
287,5/28/17,11:02:00,15.5,,
288,5/28/17,12:02:00,15.5,,
289,5/28/17,13:02:00,15,,
290,5/28/17,14:02:00,16.5,,
291,5/28/17,15:02:00,15.5,,
292,5/28/17,16:02:00,15.5,,
293,5/28/17,17:02:00,15.5,,
294,5/28/17,18:02:00,15,,
295,5/28/17,19:02:00,15,,
296,5/28/17,20:02:00,15,,
297,5/28/17,21:02:00,14.5,,
298,5/28/17,22:02:00,14.5,,
299,5/28/17,23:02:00,14.5,,
300,5/29/17,0:02:00,14,,
301,5/29/17,1:02:00,13.5,,
302,5/29/17,2:02:00,14,,
303,5/29/17,3:02:00,13.5,,
304,5/29/17,4:02:00,14,,
305,5/29/17,5:02:00,14.5,,
306,5/29/17,6:02:00,13.5,,
307,5/29/17,7:02:00,13,,
308,5/29/17,8:02:00,13.5,,
309,5/29/17,9:02:00,14,,
310,5/29/17,10:02:00,14.5,,
311,5/29/17,11:02:00,15,,
312,5/29/17,12:02:00,16,,
313,5/29/17,13:02:00,18.5,,
314,5/29/17,14:02:00,18.5,,
315,5/29/17,15:02:00,19,,
316,5/29/17,16:02:00,19,,
317,5/29/17,17:02:00,17.5,,
318,5/29/17,18:02:00,18,,
319,5/29/17,19:02:00,17,,
320,5/29/17,20:02:00,16,,
321,5/29/17,21:02:00,15,,
322,5/29/17,22:02:00,13.5,,
323,5/29/17,23:02:00,13,,
324,5/30/17,0:02:00,12.5,,
325,5/30/17,1:02:00,12,,
326,5/30/17,2:02:00,11.5,,
327,5/30/17,3:02:00,11,,
328,5/30/17,4:02:00,10.5,,
329,5/30/17,5:02:00,10.5,,
330,5/30/17,6:02:00,10,,
331,5/30/17,7:02:00,10,,
332,5/30/17,8:02:00,11.5,,
333,5/30/17,9:02:00,14.5,,
334,5/30/17,10:02:00,16.5,,
335,5/30/17,11:02:00,17,,
336,5/30/17,12:02:00,19.5,,
337,5/30/17,13:02:00,20,,
338,5/30/17,14:02:00,21.5,,
339,5/30/17,15:02:00,21,,
340,5/30/17,16:02:00,21.5,,
341,5/30/17,17:02:00,20,,
342,5/30/17,18:02:00,19,,
343,5/30/17,19:02:00,18,,
344,5/30/17,20:02:00,17,,
345,5/30/17,21:02:00,14.5,,
346,5/30/17,22:02:00,12.5,,
347,5/30/17,23:02:00,11,,
348,5/31/17,0:02:00,11,,
349,5/31/17,1:02:00,10.5,,
350,5/31/17,2:02:00,10.5,,
351,5/31/17,3:02:00,11,,
352,5/31/17,4:02:00,11.5,,
353,5/31/17,5:02:00,10.5,,
354,5/31/17,6:02:00,10.5,,
355,5/31/17,7:02:00,10,,
356,5/31/17,8:02:00,11.5,,
357,5/31/17,9:02:00,13.5,,
358,5/31/17,10:02:00,14,,
359,5/31/17,11:02:00,14.5,,
360,5/31/17,12:02:00,17.5,,
361,5/31/17,13:02:00,18,,
362,5/31/17,14:02:00,18.5,,
363,5/31/17,15:02:00,19,,
364,5/31/17,16:02:00,19,,
365,5/31/17,17:02:00,18.5,,
366,5/31/17,18:02:00,18.5,,
367,5/31/17,19:02:00,15.5,,
368,5/31/17,20:02:00,12,,
369,5/31/17,21:02:00,11.5,,
370,5/31/17,22:02:00,10.5,,
371,5/31/17,23:02:00,11,,
372,6/1/17,0:02:00,10.5,,
373,6/1/17,1:02:00,10,,
374,6/1/17,2:02:00,10.5,,
375,6/1/17,3:02:00,10,,
376,6/1/17,4:02:00,9.5,,
377,6/1/17,5:02:00,9,,
378,6/1/17,6:02:00,8,,
379,6/1/17,7:02:00,8,,
380,6/1/17,8:02:00,11,,
381,6/1/17,9:02:00,11.5,,
382,6/1/17,10:02:00,12.5,,
383,6/1/17,11:02:00,14.5,,
384,6/1/17,12:02:00,16,,
385,6/1/17,13:02:00,17,,
386,6/1/17,14:02:00,18,,
387,6/1/17,15:02:00,18.5,,
388,6/1/17,16:02:00,18.5,,
389,6/1/17,17:02:00,18,,
390,6/1/17,18:02:00,17.5,,
391,6/1/17,19:02:00,16.5,,
392,6/1/17,20:02:00,15,,
393,6/1/17,21:02:00,13,,
394,6/1/17,22:02:00,10.5,,
395,6/1/17,23:02:00,9.5,,
396,6/2/17,0:02:00,8.5,,
397,6/2/17,1:02:00,7.5,,
398,6/2/17,2:02:00,7,,
399,6/2/17,3:02:00,7,,
400,6/2/17,4:02:00,6.5,,
401,6/2/17,5:02:00,6.5,,
402,6/2/17,6:02:00,6,,
403,6/2/17,7:02:00,6.5,,
404,6/2/17,8:02:00,9,,
405,6/2/17,9:02:00,12,,
406,6/2/17,10:02:00,14.5,,
407,6/2/17,11:02:00,16.5,,
408,6/2/17,12:02:00,18,,
409,6/2/17,13:02:00,19,,
410,6/2/17,14:02:00,19,,
411,6/2/17,15:02:00,19,,
412,6/2/17,16:02:00,18,,
413,6/2/17,17:02:00,18,,
414,6/2/17,18:02:00,16.5,,
415,6/2/17,19:02:00,17,,
416,6/2/17,20:02:00,15.5,,
417,6/2/17,21:02:00,14,,
418,6/2/17,22:02:00,11.5,,
419,6/2/17,23:02:00,10,,
420,6/3/17,0:02:00,9.5,,
421,6/3/17,1:02:00,8.5,,
422,6/3/17,2:02:00,8.5,,
423,6/3/17,3:02:00,8.5,,
424,6/3/17,4:02:00,8.5,,
425,6/3/17,5:02:00,9,,
426,6/3/17,6:02:00,9,,
427,6/3/17,7:02:00,11,,
428,6/3/17,8:02:00,12.5,,
429,6/3/17,9:02:00,14.5,,
430,6/3/17,10:02:00,16.5,,
431,6/3/17,11:02:00,18,,
432,6/3/17,12:02:00,20,,
433,6/3/17,13:02:00,21,,
434,6/3/17,14:02:00,21.5,,
435,6/3/17,15:02:00,21.5,,
436,6/3/17,16:02:00,21,,
437,6/3/17,17:02:00,21,,
438,6/3/17,18:02:00,20,,
439,6/3/17,19:02:00,19,,
440,6/3/17,20:02:00,17.5,,
441,6/3/17,21:02:00,15,,
442,6/3/17,22:02:00,12.5,,
443,6/3/17,23:02:00,11,,
444,6/4/17,0:02:00,10,,
445,6/4/17,1:02:00,9,,
446,6/4/17,2:02:00,8.5,,
447,6/4/17,3:02:00,8,,
448,6/4/17,4:02:00,8,,
449,6/4/17,5:02:00,7.5,,
450,6/4/17,6:02:00,7.5,,
451,6/4/17,7:02:00,8,,
452,6/4/17,8:02:00,10.5,,
453,6/4/17,9:02:00,13.5,,
454,6/4/17,10:02:00,16.5,,
455,6/4/17,11:02:00,19,,
456,6/4/17,12:02:00,22,,
457,6/4/17,13:02:00,23,,
458,6/4/17,14:02:00,23.5,,
459,6/4/17,15:02:00,23.5,,
460,6/4/17,16:02:00,24,,
461,6/4/17,17:02:00,23.5,,
462,6/4/17,18:02:00,22.5,,
463,6/4/17,19:02:00,20.5,,
464,6/4/17,20:02:00,19,,
465,6/4/17,21:02:00,18,,
466,6/4/17,22:02:00,16.5,,
467,6/4/17,23:02:00,16,,
468,6/5/17,0:02:00,14.5,,
469,6/5/17,1:02:00,15,,
470,6/5/17,2:02:00,15.5,,
471,6/5/17,3:02:00,16,,
472,6/5/17,4:02:00,15,,
473,6/5/17,5:02:00,14.5,,
474,6/5/17,6:02:00,14.5,,
475,6/5/17,7:02:00,14.5,,
476,6/5/17,8:02:00,15,,
477,6/5/17,9:02:00,15.5,,
478,6/5/17,10:02:00,16,,
479,6/5/17,11:02:00,14.5,,
480,6/5/17,12:02:00,15,,
481,6/5/17,13:02:00,15,,
482,6/5/17,14:02:00,16,,
483,6/5/17,15:02:00,16,,
484,6/5/17,16:02:00,17,,
485,6/5/17,17:02:00,17,,
486,6/5/17,18:02:00,17,,
487,6/5/17,19:02:00,16.5,,
488,6/5/17,20:02:00,13.5,,
489,6/5/17,21:02:00,13,,
490,6/5/17,22:02:00,12.5,,
491,6/5/17,23:02:00,12,,
492,6/6/17,0:02:00,12,,
493,6/6/17,1:02:00,13,,
494,6/6/17,2:02:00,12.5,,
495,6/6/17,3:02:00,12,,
496,6/6/17,4:02:00,11.5,,
497,6/6/17,5:02:00,11.5,,
498,6/6/17,6:02:00,10.5,,
499,6/6/17,7:02:00,10.5,,
500,6/6/17,8:02:00,11,,
501,6/6/17,9:02:00,11.5,,
502,6/6/17,10:02:00,12,,
503,6/6/17,11:02:00,12.5,,
504,6/6/17,12:02:00,13.5,,
505,6/6/17,13:02:00,12.5,,
506,6/6/17,14:02:00,13.5,,
507,6/6/17,15:02:00,13.5,,
508,6/6/17,16:02:00,13.5,,
509,6/6/17,17:02:00,13.5,,
510,6/6/17,18:02:00,13.5,,
511,6/6/17,19:02:00,13,,
512,6/6/17,20:02:00,12.5,,
513,6/6/17,21:02:00,12,,
514,6/6/17,22:02:00,11.5,,
515,6/6/17,23:02:00,10.5,,
516,6/7/17,0:02:00,10,,
517,6/7/17,1:02:00,10.5,,
518,6/7/17,2:02:00,10.5,,
519,6/7/17,3:02:00,10,,
520,6/7/17,4:02:00,10,,
521,6/7/17,5:02:00,10,,
522,6/7/17,6:02:00,10,,
523,6/7/17,7:02:00,10.5,,
524,6/7/17,8:02:00,11,,
525,6/7/17,9:02:00,11,,
526,6/7/17,10:02:00,11.5,,
527,6/7/17,11:02:00,12.5,,
528,6/7/17,12:02:00,11,,
529,6/7/17,13:02:00,12,,
530,6/7/17,14:02:00,12,,
531,6/7/17,15:02:00,12,,
532,6/7/17,16:02:00,13,,
533,6/7/17,17:02:00,12,,
534,6/7/17,18:02:00,11.5,,
535,6/7/17,19:02:00,11,,
536,6/7/17,20:02:00,11,,
537,6/7/17,21:02:00,10.5,,
538,6/7/17,22:02:00,10,,
539,6/7/17,23:02:00,9.5,,
540,6/8/17,0:02:00,9.5,,
541,6/8/17,1:02:00,9,,
542,6/8/17,2:02:00,9,,
543,6/8/17,3:02:00,8,,
544,6/8/17,4:02:00,7,,
545,6/8/17,5:02:00,6,,
546,6/8/17,6:02:00,5.5,,
547,6/8/17,7:02:00,5.5,,
548,6/8/17,8:02:00,7.5,,
549,6/8/17,9:02:00,10,,
550,6/8/17,10:02:00,11,,
551,6/8/17,11:02:00,11.5,,
552,6/8/17,12:02:00,12.5,,
553,6/8/17,13:02:00,13,,
554,6/8/17,14:02:00,14.5,,
555,6/8/17,15:02:00,14.5,,
556,6/8/17,16:02:00,14.5,,
557,6/8/17,17:02:00,14,,
558,6/8/17,18:02:00,14,,
559,6/8/17,19:02:00,13.5,,
560,6/8/17,20:02:00,12.5,,
561,6/8/17,21:02:00,12,,
562,6/8/17,22:02:00,11.5,,
563,6/8/17,23:02:00,11,,
564,6/9/17,0:02:00,11,,
565,6/9/17,1:02:00,10,,
566,6/9/17,2:02:00,9.5,,
567,6/9/17,3:02:00,9.5,,
568,6/9/17,4:02:00,9.5,,
569,6/9/17,5:02:00,9.5,,
570,6/9/17,6:02:00,9,,
571,6/9/17,7:02:00,9.5,,
572,6/9/17,8:02:00,10.5,,
573,6/9/17,9:02:00,12,,
574,6/9/17,10:02:00,13.5,,
575,6/9/17,11:02:00,14.5,,
576,6/9/17,12:02:00,16,,
577,6/9/17,13:02:00,17,,
578,6/9/17,14:02:00,18,,
579,6/9/17,15:02:00,18.5,,
580,6/9/17,16:02:00,18.5,,
581,6/9/17,17:02:00,18.5,,
582,6/9/17,18:02:00,17.5,,
583,6/9/17,19:02:00,16.5,,
584,6/9/17,20:02:00,15.5,,
585,6/9/17,21:02:00,14.5,,
586,6/9/17,22:02:00,12.5,,
587,6/9/17,23:02:00,11.5,,
588,6/10/17,0:02:00,11.5,,
589,6/10/17,1:02:00,11.5,,
590,6/10/17,2:02:00,11.5,,
591,6/10/17,3:02:00,12.5,,
592,6/10/17,4:02:00,11.5,,
593,6/10/17,5:02:00,11.5,,
594,6/10/17,6:02:00,11.5,,
595,6/10/17,7:02:00,12,,
596,6/10/17,8:02:00,14,,
597,6/10/17,9:02:00,15.5,,
598,6/10/17,10:02:00,16.5,,
599,6/10/17,11:02:00,18,,
600,6/10/17,12:02:00,20,,
601,6/10/17,13:02:00,21.5,,
602,6/10/17,14:02:00,22,,
603,6/10/17,15:02:00,23,,
604,6/10/17,16:02:00,23,,
605,6/10/17,17:02:00,22.5,,
606,6/10/17,18:02:00,22,,
607,6/10/17,19:02:00,21,,
608,6/10/17,20:02:00,19.5,,
609,6/10/17,21:02:00,17.5,,
610,6/10/17,22:02:00,15.5,,
611,6/10/17,23:02:00,14.5,,
612,6/11/17,0:02:00,13.5,,
613,6/11/17,1:02:00,13,,
614,6/11/17,2:02:00,12.5,,
615,6/11/17,3:02:00,12,,
616,6/11/17,4:02:00,11.5,,
617,6/11/17,5:02:00,11.5,,
618,6/11/17,6:02:00,11.5,,
619,6/11/17,7:02:00,13,,
620,6/11/17,8:02:00,15.5,,
621,6/11/17,9:02:00,17.5,,
622,6/11/17,10:02:00,19.5,,
623,6/11/17,11:02:00,21,,
624,6/11/17,12:02:00,22.5,,
625,6/11/17,13:02:00,23.5,,
626,6/11/17,14:02:00,24,,
627,6/11/17,15:02:00,24.5,,
628,6/11/17,16:02:00,23.5,,
629,6/11/17,17:02:00,23,,
630,6/11/17,18:02:00,22.5,,
631,6/11/17,19:02:00,21.5,,
632,6/11/17,20:02:00,20,,
633,6/11/17,21:02:00,18.5,,
634,6/11/17,22:02:00,17,,
635,6/11/17,23:02:00,15.5,,
636,6/12/17,0:02:00,14.5,,
637,6/12/17,1:02:00,14,,
638,6/12/17,2:02:00,13.5,,
639,6/12/17,3:02:00,13,,
640,6/12/17,4:02:00,12.5,,
641,6/12/17,5:02:00,12.5,,
642,6/12/17,6:02:00,12.5,,
643,6/12/17,7:02:00,13,,
644,6/12/17,8:02:00,15,,
645,6/12/17,9:02:00,18,,
646,6/12/17,10:02:00,20,,
647,6/12/17,11:02:00,21.5,,
648,6/12/17,12:02:00,22.5,,
649,6/12/17,13:02:00,23,,
650,6/12/17,14:02:00,24.5,,
651,6/12/17,15:02:00,24.5,,
652,6/12/17,16:02:00,24.5,,
653,6/12/17,17:02:00,24.5,,
654,6/12/17,18:02:00,23.5,,
655,6/12/17,19:02:00,22.5,,
656,6/12/17,20:02:00,21,,
657,6/12/17,21:02:00,19.5,,
658,6/12/17,22:02:00,18,,
659,6/12/17,23:02:00,17.5,,
660,6/13/17,0:02:00,16.5,,
661,6/13/17,1:02:00,16,,
662,6/13/17,2:02:00,16,,
663,6/13/17,3:02:00,15.5,,
664,6/13/17,4:02:00,15.5,,
665,6/13/17,5:02:00,15,,
666,6/13/17,6:02:00,15,,
667,6/13/17,7:02:00,15.5,,
668,6/13/17,8:02:00,17.5,,
669,6/13/17,9:02:00,19.5,,
670,6/13/17,10:02:00,21.5,,
671,6/13/17,11:02:00,22.5,,
672,6/13/17,12:02:00,23.5,,
673,6/13/17,13:02:00,24.5,,
674,6/13/17,14:02:00,25.5,,
675,6/13/17,15:02:00,24.5,,
676,6/13/17,16:02:00,25.5,,
677,6/13/17,17:02:00,24.5,,
678,6/13/17,18:02:00,23,,
679,6/13/17,19:02:00,22,,
680,6/13/17,20:02:00,21,,
681,6/13/17,21:02:00,19.5,,
682,6/13/17,22:02:00,18.5,,
683,6/13/17,23:02:00,18,,
684,6/14/17,0:02:00,17,,
685,6/14/17,1:02:00,16.5,,
686,6/14/17,2:02:00,16.5,,
687,6/14/17,3:02:00,16.5,,
688,6/14/17,4:02:00,16,,
689,6/14/17,5:02:00,16.5,,
690,6/14/17,6:02:00,16.5,,
691,6/14/17,7:02:00,17.5,,
692,6/14/17,8:02:00,18.5,,
693,6/14/17,9:02:00,19.5,,
694,6/14/17,10:02:00,20.5,,
695,6/14/17,11:02:00,21,,
696,6/14/17,12:02:00,22.5,,
697,6/14/17,13:02:00,23,,
698,6/14/17,14:02:00,22.5,,
699,6/14/17,15:02:00,24.5,,
700,6/14/17,16:02:00,24,,
701,6/14/17,17:02:00,19.5,,
702,6/14/17,18:02:00,19.5,,
703,6/14/17,19:02:00,20.5,,
704,6/14/17,20:02:00,19.5,,
705,6/14/17,21:02:00,18.5,,
706,6/14/17,22:02:00,18,,
707,6/14/17,23:02:00,17,,
708,6/15/17,0:02:00,16.5,,
709,6/15/17,1:02:00,16,,
710,6/15/17,2:02:00,15.5,,
711,6/15/17,3:02:00,15,,
712,6/15/17,4:02:00,15,,
713,6/15/17,5:02:00,14.5,,
714,6/15/17,6:02:00,14,,
715,6/15/17,7:02:00,14,,
716,6/15/17,8:02:00,15,,
717,6/15/17,9:02:00,17.5,,
718,6/15/17,10:02:00,19,,
719,6/15/17,11:02:00,20,,
720,6/15/17,12:02:00,20.5,,
721,6/15/17,13:02:00,21.5,,
722,6/15/17,14:02:00,21.5,,
723,6/15/17,15:02:00,21.5,,
724,6/15/17,16:02:00,21.5,,
725,6/15/17,17:02:00,21.5,,
726,6/15/17,18:02:00,21,,
727,6/15/17,19:02:00,20,,
728,6/15/17,20:02:00,17,,
729,6/15/17,21:02:00,17.5,,
730,6/15/17,22:02:00,17.5,,
731,6/15/17,23:02:00,17.5,,
732,6/16/17,0:02:00,18,,
733,6/16/17,1:02:00,18,,
